주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
PUB-260508-0158,2026-05-08,20:56,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0159,2026-05-08,18:57,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,울산,현장판매
PUB-260508-0160,2026-05-08,23:22,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,기타,현장판매
PUB-260508-0161,2026-05-08,20:44,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,경남,현장판매
PUB-260508-0162,2026-05-08,19:37,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경남,현장판매
PUB-260508-0163,2026-05-08,19:23,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0164,2026-05-08,18:43,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,대구,현장판매
PUB-260508-0165,2026-05-08,20:14,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0166,2026-05-08,23:35,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,서울,현장판매
PUB-260508-0167,2026-05-08,21:51,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0168,2026-05-08,13:35,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0169,2026-05-08,21:42,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0170,2026-05-08,23:36,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260508-0171,2026-05-08,19:09,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0172,2026-05-08,20:37,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0173,2026-05-08,21:23,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0174,2026-05-08,22:06,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260508-0175,2026-05-08,20:44,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0176,2026-05-08,18:31,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0176,2026-05-08,18:31,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,서울,현장판매
PUB-260508-0177,2026-05-08,20:55,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,서울,현장판매
PUB-260508-0178,2026-05-08,18:05,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0179,2026-05-08,16:01,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0180,2026-05-08,19:26,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0181,2026-05-08,18:15,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0182,2026-05-08,17:47,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,대구,현장판매
PUB-260508-0183,2026-05-08,20:26,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경남,현장판매
PUB-260508-0184,2026-05-08,21:44,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0185,2026-05-08,21:23,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,울산,현장판매
PUB-260508-0186,2026-05-08,23:50,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,인천,현장판매
PUB-260508-0187,2026-05-08,19:01,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260508-0188,2026-05-08,19:37,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0189,2026-05-08,19:42,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,인천,현장판매
PUB-260508-0190,2026-05-08,12:52,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260508-0190,2026-05-08,12:52,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260508-0191,2026-05-08,22:10,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260508-0192,2026-05-08,22:15,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경남,현장판매
PUB-260508-0193,2026-05-08,22:27,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0194,2026-05-08,23:52,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,서울,현장판매
PUB-260508-0195,2026-05-08,20:54,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0196,2026-05-08,23:36,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260508-0197,2026-05-08,23:58,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0198,2026-05-08,18:34,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260508-0199,2026-05-08,20:14,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0200,2026-05-08,22:41,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,기타,현장판매
PUB-260508-0201,2026-05-08,17:27,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260508-0202,2026-05-08,20:57,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260508-0203,2026-05-08,23:11,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260508-0204,2026-05-08,23:57,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0205,2026-05-08,22:48,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260508-0206,2026-05-08,20:46,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260508-0207,2026-05-08,20:06,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260508-0208,2026-05-08,20:05,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경남,현장판매
PUB-260508-0209,2026-05-08,20:13,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260508-0210,2026-05-08,19:20,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
MAL-260508-0065,2026-05-08,21:33,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,기타,배송완료
MAL-260508-0065,2026-05-08,21:33,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,기타,배송완료
MAL-260508-0066,2026-05-08,21:21,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,서울,배송완료
MAL-260508-0067,2026-05-08,19:09,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,부산,배송완료
MAL-260508-0067,2026-05-08,19:09,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,부산,배송완료
MAL-260508-0068,2026-05-08,17:39,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,인천,교환완료
MAL-260508-0068,2026-05-08,17:39,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,인천,교환완료
MAL-260508-0069,2026-05-08,22:20,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,부산,배송완료
MAL-260508-0069,2026-05-08,22:20,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,부산,배송완료
MAL-260508-0070,2026-05-08,18:06,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,서울,배송완료
MAL-260508-0071,2026-05-08,18:03,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,경남,교환완료
MAL-260508-0071,2026-05-08,18:03,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,경남,교환완료
MAL-260508-0072,2026-05-08,21:01,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,서울,배송완료
MAL-260508-0073,2026-05-08,21:31,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,부산,배송완료
MAL-260508-0074,2026-05-08,20:09,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,부산,교환완료
MAL-260508-0075,2026-05-08,20:53,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,부산,취소완료
MAL-260508-0075,2026-05-08,20:53,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,부산,취소완료
MAL-260508-0076,2026-05-08,21:47,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,경기,배송완료
SST-260508-0080,2026-05-08,17:49,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,대구,배송완료
SST-260508-0081,2026-05-08,20:45,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,배송완료
SST-260508-0082,2026-05-08,18:51,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,서울,배송완료
SST-260508-0082,2026-05-08,18:51,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,서울,배송완료
SST-260508-0083,2026-05-08,19:54,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,경기,배송완료
SST-260508-0084,2026-05-08,11:08,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,배송완료
SST-260508-0085,2026-05-08,22:56,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,인천,배송완료
SST-260508-0086,2026-05-08,20:30,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,경기,배송완료
SST-260508-0087,2026-05-08,23:41,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260508-0088,2026-05-08,17:44,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,대구,배송완료
SST-260508-0089,2026-05-08,21:12,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,경남,배송완료
SST-260508-0089,2026-05-08,21:12,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경남,배송완료
SST-260508-0090,2026-05-08,19:42,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,부산,배송완료
SST-260508-0091,2026-05-08,13:04,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송완료
SST-260508-0092,2026-05-08,22:25,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,부산,배송완료
SST-260508-0093,2026-05-08,21:50,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,부산,배송완료
SST-260508-0094,2026-05-08,18:51,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,서울,배송완료
SST-260508-0095,2026-05-08,19:39,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,서울,배송완료
B2B-260508-0022,2026-05-08,19:56,B2B유통,시그니처,텃밭,TEO-750,16,11400,182400,B2B거래처,배송완료
B2B-260508-0022,2026-05-08,19:56,B2B유통,협업,아침에쌀,ACH-500,16,7300,116800,B2B거래처,배송완료
B2B-260508-0022,2026-05-08,19:56,B2B유통,시그니처,산뜻,SAN-750,17,10300,175100,B2B거래처,배송완료
B2B-260508-0023,2026-05-08,18:14,B2B유통,시그니처,산뜻,SAN-750,23,10300,236900,B2B거래처,배송완료
B2B-260508-0023,2026-05-08,18:14,B2B유통,시즈널,광안밤,GWA-375,26,6600,171600,B2B거래처,배송완료
B2B-260508-0023,2026-05-08,18:14,B2B유통,시즈널,대추걸렸네,DAE-375,18,6200,111600,B2B거래처,배송완료
B2B-260508-0024,2026-05-08,19:05,B2B유통,시그니처,산뜻,SAN-750,7,10300,72100,B2B거래처,배송완료
B2B-260508-0024,2026-05-08,19:05,B2B유통,협업,아침에쌀,ACH-500,20,7300,146000,B2B거래처,배송완료
B2B-260508-0024,2026-05-08,19:05,B2B유통,시즈널,광안밤,GWA-375,19,6600,125400,B2B거래처,배송완료
B2B-260508-0024,2026-05-08,19:05,B2B유통,시그니처,텃밭,TEO-750,30,11400,342000,B2B거래처,배송완료
B2B-260508-0025,2026-05-08,19:28,B2B유통,협업,아침에쌀,ACH-500,12,7300,87600,B2B거래처,배송완료
B2B-260508-0025,2026-05-08,19:28,B2B유통,시그니처,욕망의 거친 물결,YOK-750,24,11000,264000,B2B거래처,배송완료
B2B-260508-0025,2026-05-08,19:28,B2B유통,시그니처,산뜻,SAN-750,17,10300,175100,B2B거래처,배송완료
B2B-260508-0026,2026-05-08,18:40,B2B유통,시즈널,대추걸렸네,DAE-375,30,6200,186000,B2B거래처,배송완료
B2B-260508-0026,2026-05-08,18:40,B2B유통,시그니처,산뜻,SAN-750,10,10300,103000,B2B거래처,배송완료
PUB-260509-0211,2026-05-09,21:39,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260509-0212,2026-05-09,19:41,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260509-0212,2026-05-09,19:41,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260509-0213,2026-05-09,20:33,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,대구,현장판매
PUB-260509-0214,2026-05-09,17:00,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경기,현장판매
PUB-260509-0214,2026-05-09,17:00,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,경기,현장판매
PUB-260509-0215,2026-05-09,20:49,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,기타,현장판매
PUB-260509-0215,2026-05-09,20:49,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,기타,현장판매
PUB-260509-0216,2026-05-09,19:00,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,경남,현장판매
PUB-260509-0216,2026-05-09,19:00,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경남,현장판매
PUB-260509-0217,2026-05-09,20:05,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260509-0218,2026-05-09,23:43,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260509-0219,2026-05-09,22:38,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260509-0219,2026-05-09,22:38,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260509-0220,2026-05-09,21:40,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260509-0220,2026-05-09,21:40,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,서울,현장판매
PUB-260509-0221,2026-05-09,22:43,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,경남,현장판매
PUB-260509-0222,2026-05-09,21:30,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,부산,현장판매
PUB-260509-0223,2026-05-09,19:26,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260509-0224,2026-05-09,16:54,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260509-0225,2026-05-09,23:11,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,기타,현장판매
PUB-260509-0226,2026-05-09,23:11,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260509-0226,2026-05-09,23:11,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260509-0227,2026-05-09,20:41,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,기타,현장판매
PUB-260509-0228,2026-05-09,16:18,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260509-0229,2026-05-09,19:00,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260509-0230,2026-05-09,23:06,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260509-0230,2026-05-09,23:06,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260509-0231,2026-05-09,19:33,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260509-0231,2026-05-09,19:33,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260509-0232,2026-05-09,21:55,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,울산,현장판매
PUB-260509-0233,2026-05-09,22:37,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,인천,현장판매
PUB-260509-0234,2026-05-09,18:22,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260509-0235,2026-05-09,18:47,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경기,현장판매
PUB-260509-0236,2026-05-09,13:13,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,인천,현장판매
PUB-260509-0237,2026-05-09,19:13,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,서울,현장판매
PUB-260509-0238,2026-05-09,19:31,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,경기,현장판매
PUB-260509-0239,2026-05-09,18:59,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,인천,현장판매
PUB-260509-0240,2026-05-09,23:34,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경기,현장판매
PUB-260509-0241,2026-05-09,22:26,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260509-0241,2026-05-09,22:26,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경기,현장판매
PUB-260509-0242,2026-05-09,22:10,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
MAL-260509-0077,2026-05-09,12:36,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,경기,배송완료
MAL-260509-0078,2026-05-09,21:50,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,부산,배송중
MAL-260509-0078,2026-05-09,21:50,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,부산,배송중
MAL-260509-0079,2026-05-09,19:28,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,서울,배송완료
MAL-260509-0080,2026-05-09,22:37,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,울산,배송중
MAL-260509-0080,2026-05-09,22:37,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,울산,배송중
MAL-260509-0081,2026-05-09,19:40,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,울산,배송완료
MAL-260509-0082,2026-05-09,18:41,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,경남,배송완료
MAL-260509-0082,2026-05-09,18:41,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,경남,배송완료
MAL-260509-0083,2026-05-09,14:11,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,서울,배송완료
MAL-260509-0084,2026-05-09,20:25,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,경남,배송완료
MAL-260509-0085,2026-05-09,21:50,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,대구,배송완료
SST-260509-0096,2026-05-09,20:10,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,경남,교환완료
SST-260509-0097,2026-05-09,20:18,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,대구,취소완료
SST-260509-0097,2026-05-09,20:18,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,대구,취소완료
SST-260509-0098,2026-05-09,19:36,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,기타,취소완료
SST-260509-0098,2026-05-09,19:36,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,기타,취소완료
SST-260509-0099,2026-05-09,19:48,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,울산,배송완료
SST-260509-0099,2026-05-09,19:48,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,울산,배송완료
SST-260509-0100,2026-05-09,18:46,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,경기,배송완료
SST-260509-0101,2026-05-09,14:48,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,서울,배송완료
SST-260509-0102,2026-05-09,23:10,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,대구,배송완료
SST-260509-0102,2026-05-09,23:10,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,대구,배송완료
SST-260509-0103,2026-05-09,16:03,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,기타,배송완료
SST-260509-0104,2026-05-09,22:06,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,경남,교환완료
SST-260509-0104,2026-05-09,22:06,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,경남,교환완료
SST-260509-0105,2026-05-09,20:23,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,경기,교환완료
SST-260509-0105,2026-05-09,20:23,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,경기,교환완료
SST-260509-0106,2026-05-09,21:33,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,부산,배송완료
SST-260509-0106,2026-05-09,21:33,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
SST-260509-0107,2026-05-09,21:10,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,경남,배송완료
SST-260509-0107,2026-05-09,21:10,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,경남,배송완료
SST-260509-0108,2026-05-09,20:23,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,취소완료
B2B-260509-0027,2026-05-09,19:13,B2B유통,시즈널,대추걸렸네,DAE-375,30,6200,186000,B2B거래처,배송완료
B2B-260509-0027,2026-05-09,19:13,B2B유통,시그니처,욕망의 거친 물결,YOK-750,24,11000,264000,B2B거래처,배송완료
B2B-260509-0028,2026-05-09,19:56,B2B유통,협업,아침에쌀,ACH-500,17,7300,124100,B2B거래처,배송완료
B2B-260509-0028,2026-05-09,19:56,B2B유통,시그니처,욕망의 거친 물결,YOK-750,30,11000,330000,B2B거래처,배송완료
B2B-260509-0028,2026-05-09,19:56,B2B유통,시그니처,산뜻,SAN-750,10,10300,103000,B2B거래처,배송완료
B2B-260509-0028,2026-05-09,19:56,B2B유통,시즈널,대추걸렸네,DAE-375,23,6200,142600,B2B거래처,배송완료
B2B-260509-0029,2026-05-09,23:37,B2B유통,시그니처,텃밭,TEO-750,10,11400,114000,B2B거래처,배송중
B2B-260509-0029,2026-05-09,23:37,B2B유통,시그니처,욕망의 거친 물결,YOK-750,7,11000,77000,B2B거래처,배송중
PUB-260510-0243,2026-05-10,19:53,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260510-0244,2026-05-10,21:27,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260510-0244,2026-05-10,21:27,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260510-0245,2026-05-10,22:48,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260510-0246,2026-05-10,20:58,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260510-0246,2026-05-10,20:58,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260510-0247,2026-05-10,22:09,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,울산,현장판매
PUB-260510-0248,2026-05-10,18:52,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260510-0249,2026-05-10,19:14,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,서울,현장판매
PUB-260510-0250,2026-05-10,19:12,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경기,현장판매
PUB-260510-0251,2026-05-10,21:25,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,경남,현장판매
PUB-260510-0252,2026-05-10,19:06,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260510-0253,2026-05-10,20:13,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260510-0253,2026-05-10,20:13,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,부산,현장판매
PUB-260510-0254,2026-05-10,23:13,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,부산,현장판매
PUB-260510-0254,2026-05-10,23:13,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260510-0255,2026-05-10,22:09,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260510-0255,2026-05-10,22:09,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260510-0256,2026-05-10,18:19,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,울산,현장판매
PUB-260510-0257,2026-05-10,21:55,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260510-0258,2026-05-10,22:26,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260510-0259,2026-05-10,18:46,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260510-0260,2026-05-10,20:30,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260510-0260,2026-05-10,20:30,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260510-0261,2026-05-10,20:06,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,경기,현장판매
PUB-260510-0262,2026-05-10,17:47,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260510-0263,2026-05-10,20:23,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,울산,현장판매
PUB-260510-0264,2026-05-10,16:09,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260510-0264,2026-05-10,16:09,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260510-0265,2026-05-10,21:20,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260510-0265,2026-05-10,21:20,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260510-0266,2026-05-10,20:45,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
MAL-260510-0086,2026-05-10,19:28,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,부산,배송완료
MAL-260510-0087,2026-05-10,18:31,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,부산,배송완료
MAL-260510-0087,2026-05-10,18:31,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,배송완료
